Description,ExtendExpiration,Id,IsActive,IsHiddenToMembers,IsPrimary,LoyaltyProgram.Name,LoyaltyProgramId,Name,QpResetDate,QpResetFrequency,QpResetPeriod,TierModel,TierPeriodQuantity,TierPeriodUnit
,None,0ltRL0000000CNlYAM,true,false,true,Club Cloud,0lpRL0000000JSTYA2,Club Tier Group,,1,Years,Anniversary,1,Years
